単語,観点,関連語
EV,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"電気自動車,  環境,  ゼロエミッション,  充電インフラ,  グリッド連携,  バッテリー,  再生可能エネルギー,  モビリティ,  エコロジー,  サステナビリティ"
EV,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"課題,  解決,  物質,  資源,  エネルギー,  環境,  効率,  イノベーション,  リサイクル,  持続可能"
EV,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候, 環境, 技術, 変化, エネルギー, 影響, 経済, 需要, 排出, 気候, 災害"
EV,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"技術,  電気自動車,  充電インフラ,  バッテリー,  グリッド,  再生可能エネルギー,  需要管理,  エネルギー効率,  グリーンビルディング,  カーボンニュートラル"
公共交通,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"交通, 都市化, 車両, 路線, 乗客, 運賃, 交通渋滞, 環境, 駅舎, バス停"
公共交通,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"遅延,  満員,  混雑,  施設,  路線,  運賃,  排気ガス,  スマートカード,  減速,  乗り継ぎ"
公共交通,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"交通量,  遅延,  混雑,  排気ガス,  騒音,  環境,  交通規制,  利便性,  駅前開発,  交通事故"
公共交通,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"公共交通,  運賃,  時刻表,  渋滞,  駅,  バス停,  利用者,  高速道路,  電車会社,  自転車利用"
モーダルシフト,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , 変化,  発展,  現れ,  自然現象,  生態系,  社会システム,  産業活動,  物理的,  気象,  温暖化"
モーダルシフト,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"モーダルシフト,  課題,  事柄,  事象,  現象,  人体・生理・病気,  自然,  生物,  生活,  社会活動,  組織,  産業,  制度"
モーダルシフト,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , 影響,  変化,  発展,  環境,  生態系,  経済,  技術,  化学物質,  気象"
モーダルシフト,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"予防,  対策,  対応,  防止,  対抗,  変化,  対応策,  準備,  防護,  防疫"
都市緑化,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"都市,  環境,  生態系,  植物,  大気,  水,  土壌,  建築,  車両,  道路"
都市緑化,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"緑化,  都市,  環境,  植栽,  都市計画,  保護,  持続可能性,  養分,  空気清浄化,  土壌被覆"
都市緑化,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"都市,  緑化,  影響,  環境,  都市化,  森林,  CO2,  温度,  空気質,  緑地"
都市緑化,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"緑化,  植栽,  木々,  公園,  道路,  空間,  環境,  生態系,  CO2吸収,  持続可能"
ゼロカーボン,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"地球温暖化,  温室効果ガス,  持続可能性,  再生可能エネルギー,  森林伐採,  カーボンオフセット,  電気自動車,  環境保護,  持続可能な開発,  炭素排出"
ゼロカーボン,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"炭素排出量,  再生可能エネルギー,  持続可能性,  森林保護,  グリーンテクノロジー,  エコノミー,  気候変動,  環境保護,  カーボンニュートラル,  レジリエンス"
ゼロカーボン,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候  , 排出量, 気候変動, 二酸化炭素, 温室効果ガス, 再生可能エネルギー, 環境保護, 持続可能性, 再利用, 気候変動適応, 再生可能エネルギー"
ゼロカーボン,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"エネルギー,  再生可能,  カーボンオフセット,  環境保護,  持続可能,  グリーンテクノロジー,  リサイクル,  持続可能な開発,  脱炭素化,  持続可能性"
カーボンフットプリント,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"化石燃料,  森林伐採,  二酸化炭素排出,  持続可能性,  大気汚染,  消費行動,  循環経済,  自動車移動,  再生可能エネルギー,  気候変動"
カーボンフットプリント,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),排出量、再生可能エネルギー、持続可能性、廃棄物、省エネルギー、交通手段、リサイクル、炭素削減、森林伐採、エコロジカル
カーボンフットプリント,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"カーボン,  フットプリント,  環境,  温室効果ガス,  持続可能性,  エネルギー,  森林,  二酸化炭素,  格差,  循環経済"
カーボンフットプリント,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"省エネ,  再生可能エネルギー,  リサイクル,  持続可能性,  ローカル,  生産過程,  削減,  グリーンテクノロジー,  カーボンオフセット,  地球温暖化"
グリーンインフラ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境,  再生可能,  エネルギー,  地球温暖化,  持続可能性,  資源,  温室効果ガス,  大気,  森林"
グリーンインフラ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),環境、持続可能性、都市計画、再生可能エネルギー、排出削減、生態系、気候変動、防災、廃棄物管理、エコロジカルデザイン
グリーンインフラ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候, 省エネ, CO2削減, 再生可能エネルギー, 生態系, 森林保護, 地域活性化, 持続可能, リサイクル, 気温上昇, 台風"
グリーンインフラ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  ソーラーパネル,  風力発電,  バイオマス,  雨水利用,  グリーンビルディング,  環境保護,  持続可能性,  カーボンオフセット,  地域再生"
エコ建築,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),環境、持続可能性、省エネ、再生可能エネルギー、生態系、廃棄物削減、地球温暖化、循環型社会、都市緑化、太陽光発電
エコ建築,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),省エネ、再生可能エネルギー、断熱、サステナビリティ、環境負荷、自然素材、都市計画、廃棄物削減、循環型社会、地域資源
エコ建築,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  再生可能エネルギー,  断熱材,  地球温暖化,  持続可能性,  自然素材,  グリーンビルディング,  省エネ,  再利用,  ゼロエネルギー建築"
エコ建築,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),省エネ、再利用、エコロジカル、サステナビリティ、断熱、リサイクル、太陽光発電、環境配慮、自然素材、低CO2
気候変動対策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  温室効果ガス,  二酸化炭素,  森林伐採,  再生可能エネルギー,  海面上昇,  砂漠化,  持続可能,  地球温暖化,  廃棄物"
気候変動対策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  化石燃料,  再生可能エネルギー,  持続可能性,  森林破壊,  海面上昇,  水資源管理,  経済的影響,  国際協力"
気候変動対策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気温,  二酸化炭素濃度,  森林伐採,  海面上昇,  水資源,  絶滅危惧種,  再生可能エネルギー,  災害リスク,  農業生産,  持続可能"
気候変動対策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  森林保護,  再利用,  低炭素社会,  パリ協定,  グリーンテクノロジー"
気候適応,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  災害,  予防,  持続可能性,  適応策,  森林破壊,  食糧安全保障,  環境保護,  再生可能エネルギー,  防災対策"
気候適応,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  熱中症,  災害,  飢饉,  食糧安全保障,  持続可能性,  適応能力,  水不足,  農業,  グリーンインフラ"
気候適応,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  適応戦略,  熱波,  降雨パターン,  海面上昇,  作物品質,  森林生態系,  風力発電,  水資源管理,  災害リスク"
気候適応,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  環境保護,  持続可能,  再生可能エネルギー,  防災対策,  持続可能な開発,  適応能力,  資源循環,  食糧安全保障,  低炭素社会"
気候緩和,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  森林伐採,  地球温暖化,  再生可能エネルギー,  化石燃料,  環境保護,  持続可能性,  大気汚染,  バイオダイバーシティ"
気候緩和,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林破壊,  海面上昇,  水資源管理,  廃棄物削減,  持続可能な開発,  削減目標"
気候緩和,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  森林伐採,  海面上昇,  異常気象,  炭素排出,  塩害,  農作物被害,  城市熱島,  酸性雨"
気候緩和,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  気候変動適応,  カーボンオフセット,  持続可能な開発,  バイオマスエネルギー,  グリーンテクノロジー,  環境保護"
環境政策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),環境、気候変動、持続可能、生態系、リサイクル、二酸化炭素、廃棄物、再生可能エネルギー、温室効果ガス、大気汚染
環境政策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  持続可能性,  グリーンエネルギー,  再生可能エネルギー,  持続可能な開発,  廃棄物処理,  水資源管理,  気候変動対策,  生物多様性保護,  環境影響評価"
環境政策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  政策,  影響,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業"
環境政策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  削減,  リサイクル,  持続可能性,  汚染,  持続可能な開発,  グリーンテクノロジー,  カーボンフットプリント,  自然保護"
国際協力,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"協力,  開発,  国際関係,  貧困,  人道支援,  持続可能性,  経済成長,  教育,  医療,  災害対応"
国際協力,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"課題,  国際,  開発,  協力,  貧困,  環境,  人権,  教育,  医療,  飢餓"
国際協力,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
国際協力,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"事柄,  事象,  現象,  自然,  物質,  社会活動,  産業,  組織,  制度,  生活,  人造物"
温暖化対策,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  化石燃料,  持続可能性,  森林伐採,  再生可能エネルギー,  海洋酸性化,  持続可能な開発,  食糧安全保障,  経済成長"
温暖化対策,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  森林保護,  エネルギー効率,  削減目標,  パリ協定,  再利用"
温暖化対策,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"温暖化,  地球温暖化,  気候変動,  CO2排出,  氷河融解,  水位上昇,  気温上昇,  酸性雨,  災害リスク,  持続可能"
温暖化対策,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  再生可能エネルギー,  炭素排出削減,  持続可能性,  二酸化炭素,  レジリエンス,  森林保護,  循環経済,  持続可能な開発,  低炭素化"
気候アクション,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  化石燃料,  持続可能性,  森林伐採,  再生可能エネルギー,  海洋酸性化,  持続可能な開発,  経済成長,  天然災害"
気候アクション,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林破壊,  海洋酸性化,  防災対策,  持続可能な開発,  経済成長,  グリーンテクノロジー"
気候アクション,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  温室効果ガス,  持続可能性,  森林破壊,  食糧安全保障,  海面上昇,  異常気象,  再生可能エネルギー,  経済影響,  災害リスク"
気候アクション,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  資源循環,  海洋保護,  削減目標,  エコロジカルフットプリント,  廃棄物管理"
環境教育,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  教育,  保護,  持続可能,  森林,  温暖化,  リサイクル,  大気汚染,  生態系,  再生可能"
環境教育,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境,  持続可能性,  汚染,  再生可能エネルギー,  バイオダイバーシティ,  持続可能な消費,  リサイクル,  気候変動,  環境保護,  持続可能な開発"
環境教育,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  教育,  持続可能性,  自然資源,  創造,  グリーン,  二酸化炭素,  再生可能エネルギー,  バイオ多様性,  リサイクル"
環境教育,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  持続可能性,  再生可能エネルギー,  リサイクル,  廃棄物削減,  気候変動,  天然資源,  生態系,  環境汚染,  地球温暖化"
低炭素社会,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"気候変動,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  森林伐採,  バイオ燃料,  プラスチック廃棄物,  グリーンビルディング,  電気自動車,  地球温暖化"
低炭素社会,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"エネルギー効率,  再生可能エネルギー,  持続可能性,  資源枯渇,  炭素排出量,  持続可能な開発,  環境保護,  リサイクル,  グリーンテクノロジー,  カーボンニュートラル"
低炭素社会,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候  , 再利用, 排出量, 温室効果ガス, 二酸化炭素, リサイクル, 持続可能, 省エネ, 脱炭素, リニューアブルエネルギー, 気候変動"
低炭素社会,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"エネルギー,  再生可能,  カーボンフットプリント,  持続可能,  温室効果ガス,  リサイクル,  二酸化炭素,  持続可能な開発,  グリーンテクノロジー,  環境保全"
循環型社会,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"循環,  環境,  再利用,  エネルギー,  リサイクル,  持続可能性,  資源,  廃棄物,  温室効果ガス,  循環経済"
循環型社会,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"資源枯渇,  リサイクル,  再利用,  リニューアブルエネルギー,  環境保護,  持続可能性,  プラスチックごみ,  グリーンエネルギー,  再生可能資源,  環境負荷"
循環型社会,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"循環,  再利用,  持続可能性,  リサイクル,  環境,  資源,  生態系,  エネルギー,  持続可能な開発,  循環経済"
循環型社会,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"循環経済,  再生可能エネルギー,  リサイクル,  持続可能性,  資源節約,  CO2排出削減,  バイオマス,  クローズドループシステム,  再利用,  エコデザイン"
リサイクル,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"リサイクル,  地球温暖化,  廃棄物,  再利用,  自然資源,  プラスチック,  環境保護,  循環経済,  リサイクル法,  公害"
リサイクル,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"リサイクル,  資源,  廃棄物,  環境,  再生,  リユース,  リデュース,  プラスチック,  ペットボトル,  再利用"
リサイクル,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"リサイクル, リソース, 廃棄物, 再利用, 環境, 持続可能性, リサイクル製品, リサイクル施設, 廃棄物削減, 循環経済"
リサイクル,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"リサイクル,  廃棄物,  再利用,  分別,  リサイクルシンボル,  リサイクル工場,  環境保護,  リサイクル率,  リサイクル法,  資源循環"
環境負荷,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , 燃料,  消費,  排出,  森林,  生態系,  交通,  工場,  化学物質,  温暖化,  極端気象"
環境負荷,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境保護,  持続可能性,  再生可能エネルギー,  温室効果ガス,  バイオ多様性,  水資源管理,  廃棄物削減,  環境規制,  クリーンテクノロジー,  持続可能な開発"
環境負荷,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),環境、環境保護、温室効果ガス、廃棄物、破壊、エネルギー、森林伐採、排出、二酸化炭素、気候変動
環境負荷,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"省エネ,  再生可能エネルギー,  リサイクル,  CO2削減,  持続可能性,  カーボンニュートラル,  持続可能な開発,  ゼロウェイスト,  環境保護,  グリーンテクノロジー"
エコライフ,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"エネルギー,  リサイクル,  環境,  持続可能性,  再生可能エネルギー,  大気汚染,  バイオディーゼル,  プラスチック削減,  グリーンテクノロジー,  持続可能な開発"
エコライフ,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"省エネ, 再生可能エネルギー, リサイクル,廃棄物, 環境保護, バイオマス, 再利用, CO2削減, エコバッグ, 自然エネルギー"
エコライフ,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境保護,  再生可能エネルギー,  リサイクル,  持続可能性,  カーボンフットプリント,  森林保護,  海洋汚染,  気候変動,  廃棄物削減,  自然資源利用"
エコライフ,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"減少,  再利用,  再生,  節約,  分別,  分解,  リサイクル,  省エネ,  環境保護,  CO2削減"
フードロス,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"食品ロス,  経済,  農業,  食糧,  消費,  保存,  需要,  供給,  貧困,  環境"
フードロス,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),食料、廃棄、保存、需要、供給、貧困、環境、流通、消費、教育
フードロス,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),食品廃棄、栄養失調、環境破壊、貧困、持続可能性、需要と供給、食糧安全保障、飢餓、資源浪費、気候変動
フードロス,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"食品ロス,  リサイクル,  農産物,  保存方法,  分別,  貧困,  消費者教育,  慈善団体,  食料品店,  政策"
地産地消,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"地元経済,  持続可能性,  ローカルフード,  農業,  環境保護,  食料安全保障,  交流,  資源循環,  地域社会,  小規模経済"
地産地消,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),地域資源、食料安全保障、環境保全、地域活性化、省エネルギー、循環型社会、農業振興、地域経済、自治体連携、持続可能性
地産地消,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"地産地消,  影響,  事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
地産地消,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"地産地消,  対策,  農産物,  地域,  持続可能性,  食料,  消費者,  地元,  循環型経済,  食品ローカリゼーション"
再エネ導入,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再生可能エネルギー,  温室効果ガス,  持続可能,  省エネ,  資源枯渇,  気候変動,  持続可能性,  石油依存,  環境保護,  グリーンエネルギー"
再エネ導入,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再エネ導入,  融資制度,  インフラ整備,  技術革新,  基盤整備,  環境影響,  持続可能性,  地域社会,  エネルギー格差,  雇用創出"
再エネ導入,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再エネ導入の影響, 自然, エネルギー, CO2削減, 気候変動, 省エネ, 風力発電, 太陽光発電, 地球温暖化, バイオマス, 持続可能"
再エネ導入,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再エネ導入,  対策,  再生可能エネルギー,  グリーンエネルギー,  太陽光発電,  風力発電,  バイオマス,  水力発電,  地熱発電,  エネルギー効率,  グリッド接続"
炭素貯留,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭素循環,  森林,  温室効果ガス,  土壌,  植物,  化石燃料,  持続可能性,  地球温暖化,  CO2吸収,  持続可能な開発"
炭素貯留,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"炭素,  貯留,  森林,  土壌,  植物,  地球温暖化,  大気,  持続可能,  エネルギー,  循環"
炭素貯留,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭素循環,  森林,  土壌,  植物,  大気,  温室効果ガス,  酸性雨,  持続可能性,  大気汚染,  再生可能 energi"
炭素貯留,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"二酸化炭素,  森林,  土壌,  海洋,  植物,  再生可能エネルギー,  バイオマス,  カーボンオフセット,  グリーンエネルギー,  持続可能性"
CCS,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , CCS,  資源,  環境,  関係者,  イノベーション,  持続可能性,  成長,  技術,  温暖化,  変動"
CCS,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"課題,  問題,  解決,  挑戦,  制約,  分析,  解析,  モデル,  評価,  改善"
